,train_loss,valid_loss,test_loss,train_misclass,valid_misclass,test_misclass,runtime
0,4.762310981750488,4.880763053894043,4.956872940063477,0.7434782608695651,0.7758620689655172,0.75,0.0
1,1.7031396627426147,1.8249766826629639,1.8249764442443848,0.7434782608695651,0.7758620689655172,0.75,1.1432955265045166
2,1.5802698135375977,1.7385149002075195,1.7411621809005737,0.7130434782608696,0.7413793103448276,0.7430555555555556,1.2028381824493408
3,1.4612585306167603,1.6200804710388184,1.6448290348052979,0.7043478260869565,0.7586206896551724,0.7395833333333333,1.1957595348358154
4,1.309440016746521,1.472010850906372,1.5123116970062256,0.6782608695652175,0.7586206896551724,0.7326388888888888,1.2103445529937744
5,1.2051353454589844,1.3727227449417114,1.4280035495758057,0.5739130434782609,0.7068965517241379,0.6944444444444444,1.168999433517456
6,1.1441891193389893,1.3239948749542236,1.3884855508804321,0.4521739130434783,0.6379310344827587,0.6666666666666667,1.1743581295013428
7,1.1065722703933716,1.301713466644287,1.3732587099075317,0.3956521739130435,0.6551724137931034,0.6840277777777778,1.205176591873169
8,1.078153371810913,1.2892814874649048,1.3687437772750854,0.3521739130434782,0.603448275862069,0.6840277777777778,1.1691570281982422
9,1.0531030893325806,1.2792805433273315,1.3669090270996094,0.33913043478260874,0.5517241379310345,0.6909722222222222,1.1773788928985596
10,1.0295506715774536,1.2727653980255127,1.365932822227478,0.31739130434782614,0.5517241379310345,0.6840277777777778,1.1762895584106445
11,1.0052740573883057,1.2691020965576172,1.3661456108093262,0.29565217391304344,0.603448275862069,0.6840277777777778,1.1871416568756104
12,0.9824756979942322,1.263268232345581,1.364701747894287,0.27391304347826084,0.5344827586206897,0.6701388888888888,1.17338228225708
13,0.9620994925498962,1.2568938732147217,1.364745855331421,0.28260869565217395,0.5862068965517242,0.6736111111111112,1.1632323265075684
14,0.939895749092102,1.2462007999420166,1.362663745880127,0.26521739130434785,0.5689655172413793,0.65625,1.165398120880127
15,0.9173102378845215,1.2366712093353271,1.3588134050369263,0.25217391304347825,0.5344827586206897,0.65625,1.1719017028808594
16,0.8950808644294739,1.2252856492996216,1.3576700687408447,0.22608695652173916,0.5172413793103448,0.65625,1.1798341274261475
17,0.8747185468673706,1.2166019678115845,1.3583487272262573,0.21304347826086956,0.5344827586206897,0.6527777777777778,1.1881420612335205
18,0.8567377328872681,1.2083550691604614,1.3571279048919678,0.21304347826086956,0.5344827586206897,0.6597222222222222,1.1684513092041016
19,0.8370587229728699,1.202568531036377,1.3562524318695068,0.20434782608695656,0.5344827586206897,0.6597222222222222,1.1674118041992188
20,0.8162550330162048,1.1922647953033447,1.3526300191879272,0.18695652173913047,0.48275862068965514,0.6597222222222222,1.1595478057861328
21,0.7956938743591309,1.1854329109191895,1.3501793146133423,0.19130434782608696,0.5344827586206897,0.6493055555555556,1.1599056720733643
22,0.7795372605323792,1.1847128868103027,1.348046898841858,0.17826086956521736,0.5344827586206897,0.6388888888888888,1.161653995513916
23,0.7608590722084045,1.1780638694763184,1.3467092514038086,0.17391304347826086,0.5344827586206897,0.6354166666666667,1.1752903461456299
24,0.7437275052070618,1.1646794080734253,1.3487462997436523,0.16956521739130437,0.5,0.6215277777777778,1.1672964096069336
25,0.7266878485679626,1.160006046295166,1.3497681617736816,0.17391304347826086,0.5,0.625,1.1762187480926514
26,0.7088308930397034,1.157649040222168,1.3541356325149536,0.15217391304347827,0.48275862068965514,0.6319444444444444,1.1658105850219727
27,0.6933338046073914,1.1623387336730957,1.3538321256637573,0.14347826086956517,0.5,0.6354166666666667,1.1711888313293457
28,0.6773134469985962,1.1587915420532227,1.3481218814849854,0.12608695652173918,0.5517241379310345,0.6423611111111112,1.1574573516845703
29,0.6611848473548889,1.159133791923523,1.3494271039962769,0.13043478260869568,0.5172413793103448,0.6423611111111112,1.1801629066467285
30,0.6461957693099976,1.1505800485610962,1.3482457399368286,0.12608695652173918,0.5344827586206897,0.6354166666666667,1.1614177227020264
31,0.6297337412834167,1.1335597038269043,1.3392333984375,0.11304347826086958,0.4655172413793104,0.6319444444444444,1.1594018936157227
