,train_loss,valid_loss,test_loss,train_misclass,valid_misclass,test_misclass,runtime
0,5.529040813446045,4.985542297363281,5.513822078704834,0.7521739130434782,0.7413793103448276,0.75,0.0
1,1.5427335500717163,1.5506316423416138,1.5761414766311646,0.7434782608695651,0.6724137931034483,0.7604166666666666,1.1546144485473633
2,1.5339080095291138,1.5788040161132812,1.6045575141906738,0.7260869565217392,0.7413793103448276,0.7604166666666666,1.169569730758667
3,1.446018099784851,1.5180141925811768,1.5515646934509277,0.7086956521739131,0.7241379310344828,0.7430555555555556,1.1918361186981201
4,1.3087078332901,1.4216289520263672,1.4403812885284424,0.6043478260869566,0.7241379310344828,0.7534722222222222,1.2058799266815186
5,1.2066043615341187,1.3663630485534668,1.362579345703125,0.5434782608695652,0.7241379310344828,0.7013888888888888,1.1686444282531738
6,1.1479997634887695,1.3496342897415161,1.3222997188568115,0.4608695652173913,0.7068965517241379,0.6805555555555556,1.1962037086486816
7,1.1053723096847534,1.3414697647094727,1.3001703023910522,0.3739130434782608,0.6206896551724138,0.6423611111111112,1.1754090785980225
8,1.067470908164978,1.332810640335083,1.2887414693832397,0.33478260869565213,0.5517241379310345,0.6180555555555556,1.1768410205841064
9,1.0348892211914062,1.3232808113098145,1.277073621749878,0.30000000000000004,0.5344827586206897,0.6006944444444444,1.1946167945861816
10,1.003738284111023,1.3092408180236816,1.2649013996124268,0.26521739130434785,0.5172413793103448,0.5868055555555556,1.1702513694763184
11,0.9694927334785461,1.2970026731491089,1.2526800632476807,0.23043478260869565,0.5344827586206897,0.5659722222222222,1.1751339435577393
12,0.9372640252113342,1.2865087985992432,1.2420973777770996,0.21304347826086956,0.5517241379310345,0.5659722222222222,1.1638355255126953
13,0.9083995819091797,1.2703462839126587,1.2340075969696045,0.19999999999999996,0.5172413793103448,0.5555555555555556,1.1639060974121094
14,0.8795623779296875,1.2638423442840576,1.2244364023208618,0.20434782608695656,0.5172413793103448,0.5486111111111112,1.1639304161071777
15,0.8519025444984436,1.2502021789550781,1.2126944065093994,0.18260869565217386,0.5172413793103448,0.53125,1.1966888904571533
16,0.8209109902381897,1.2311205863952637,1.2022680044174194,0.15652173913043477,0.5172413793103448,0.5381944444444444,1.1662137508392334
17,0.7931656837463379,1.2173681259155273,1.1999179124832153,0.12173913043478257,0.5,0.5347222222222222,1.1677260398864746
18,0.7666476964950562,1.2180304527282715,1.1889472007751465,0.11739130434782608,0.48275862068965514,0.5104166666666667,1.1608166694641113
19,0.740320086479187,1.2120099067687988,1.1834874153137207,0.11304347826086958,0.5,0.5138888888888888,1.1672782897949219
20,0.7148865461349487,1.198467493057251,1.1787588596343994,0.10434782608695647,0.5172413793103448,0.5173611111111112,1.1542627811431885
21,0.6888434290885925,1.19099760055542,1.1693222522735596,0.10434782608695647,0.5172413793103448,0.5034722222222222,1.160614252090454
22,0.6652315855026245,1.1883776187896729,1.164549469947815,0.10434782608695647,0.5172413793103448,0.48958333333333337,1.1780891418457031
23,0.6411147713661194,1.174403429031372,1.1601780652999878,0.08260869565217388,0.5,0.48958333333333337,1.1698265075683594
24,0.6202565431594849,1.1580249071121216,1.154887318611145,0.08260869565217388,0.4655172413793104,0.48611111111111116,1.1594116687774658
25,0.6013017892837524,1.1506145000457764,1.1519246101379395,0.07391304347826089,0.4655172413793104,0.47916666666666663,1.1694507598876953
26,0.583719789981842,1.1452453136444092,1.1408445835113525,0.06956521739130439,0.4482758620689655,0.47916666666666663,1.1654868125915527
27,0.5627817511558533,1.1349773406982422,1.1365971565246582,0.07391304347826089,0.4655172413793104,0.46875,1.169405221939087
28,0.5450736880302429,1.1322264671325684,1.1364184617996216,0.08260869565217388,0.48275862068965514,0.48263888888888884,1.174964427947998
29,0.5261386036872864,1.12752366065979,1.1338459253311157,0.060869565217391286,0.4482758620689655,0.4618055555555556,1.1720330715179443
30,0.5104427933692932,1.1165257692337036,1.1326171159744263,0.05652173913043479,0.4482758620689655,0.46875,1.1681318283081055
31,0.4947095811367035,1.113743782043457,1.1329584121704102,0.04347826086956519,0.4655172413793104,0.4652777777777778,1.1545376777648926
32,0.48170942068099976,1.1122162342071533,1.13472318649292,0.05652173913043479,0.4655172413793104,0.4722222222222222,1.1546063423156738
33,0.46777844429016113,1.1176044940948486,1.1231098175048828,0.03913043478260869,0.4655172413793104,0.46875,1.1559007167816162
34,0.45370954275131226,1.1129720211029053,1.1222987174987793,0.03913043478260869,0.4482758620689655,0.4756944444444444,1.1604061126708984
35,0.440491646528244,1.094376802444458,1.121480107307434,0.034782608695652195,0.43103448275862066,0.4756944444444444,1.1586153507232666
36,0.4269932806491852,1.09483802318573,1.1204367876052856,0.0304347826086957,0.4655172413793104,0.46875,1.1701734066009521
37,0.41676947474479675,1.1011632680892944,1.1192049980163574,0.0304347826086957,0.4655172413793104,0.4618055555555556,1.1752924919128418
38,0.40618157386779785,1.0990883111953735,1.1233879327774048,0.021739130434782594,0.4655172413793104,0.45833333333333337,1.1605331897735596
